noun_id;german_noun;article;plural_form;english_translation;pronunciation_ipa;example_de;example_en;category;subcategory;tags;frequency;level;difficulty;article_pattern;declension_nom;declension_acc;declension_dat;declension_gen;cultural_note
N267;Durst;der;(no plural);thirst;[dʊʁst];Hast du Durst?;Are you thirsty?;Abstract;Feelings;daily;54;8;1;Masculine;der Durst;den Durst;dem Durst;des Durstes;Used with 'haben': 'Durst haben'.
N268;Schlaf;der;(no plural);sleep;[ʃlaːf];Ich brauche mehr Schlaf.;I need more sleep.;Abstract;States;daily;53;8;1;Masculine;der Schlaf;den Schlaf;dem Schlaf;des Schlafes;
N269;Traum;der;Träume;dream;[tʁaʊ̯m];Ich hatte einen schönen Traum.;I had a nice dream.;Abstract;Concepts;common;52;25;2;Masculine;der Traum;den Traum;dem Traum;des Traumes;
N270;Wunsch;der;Wünsche;wish;[vʊnʃ];Was ist dein größter Wunsch?;What is your biggest wish?;Abstract;Concepts;common;51;25;2;Masculine;der Wunsch;den Wunsch;dem Wunsch;des Wunsches;
N271;Ziel;das;Ziele;goal, destination;[t͡siːl];Mein Ziel ist es, Deutsch zu lernen.;My goal is to learn German.;Abstract;Concepts;learning,travel;50;25;1;Neuter;das Ziel;das Ziel;dem Ziel;des Zieles;
N272;Plan;der;Pläne;plan;[plaːn];Hast du einen Plan für das Wochenende?;Do you have a plan for the weekend?;Abstract;Concepts;daily,work;49;29;2;Masculine;der Plan;den Plan;dem Plan;des Planes;
N273;Rat;der;Ratschläge;advice, council;[ʁaːt];Kannst du mir einen Rat geben?;Can you give me some advice?;Communication;Concepts;social;48;13;2;Masculine;der Rat;den Rat;dem Rat;des Rates;
N274;Wahl;die;Wahlen;choice, election;[vaːl];Du hast die Wahl.;You have the choice.;Abstract;Concepts;politics,social;47;25;1;Feminine;die Wahl;die Wahl;der Wahl;der Wahl;
N275;Sieg;der;Siege;victory;[ziːk];Das war ein wichtiger Sieg.;That was an important victory.;Abstract;Events;sports,politics;46;26;1;Masculine;der Sieg;den Sieg;dem Sieg;des Sieges;
N276;Krieg;der;Kriege;war;[kʁiːk];Krieg ist schrecklich.;War is terrible.;Abstract;Events;history,politics;45;25;1;Masculine;der Krieg;den Krieg;dem Krieg;des Krieges;
N277;Frieden;der;(no plural);peace;[ˈfʁiːdən];Wir wollen in Frieden leben.;We want to live in peace.;Abstract;States;politics,social;44;25;3;Masculine;der Frieden;den Frieden;dem Frieden;des Friedens;
N278;Gesetz;das;Gesetze;law;[ɡəˈzɛt͡s];Das ist gegen das Gesetz.;That is against the law.;Society;Rules;politics;43;25;1;Neuter;das Gesetz;das Gesetz;dem Gesetz;des Gesetzes;
N279;Regel;die;Regeln;rule;[ˈʁeːɡl̩];Jedes Spiel hat Regeln.;Every game has rules.;Society;Rules;learning,sports;42;2;1;Feminine;die Regel;die Regel;der Regel;der Regel;
N280;Staat;der;Staaten;state, country;[ʃtaːt];Der Staat hat viel Macht.;The state has a lot of power.;Society;Politics;politics,geography;41;25;1;Masculine;der Staat;den Staat;dem Staat;des Staates;
N281;König;der;Könige;king;[ˈkøːnɪç];Der König lebt im Schloss.;The king lives in the castle.;People;Titles;history;40;25;1;Masculine;der König;den König;dem König;des Königs;
N282;Präsident;der;Präsidenten;president (male);[pʁɛziˈdɛnt];Der Präsident hält eine Rede.;The president is giving a speech.;People;Titles;politics;39;25;3;Masculine;der Präsident;den Präsidenten;dem Präsidenten;des Präsidenten;An n-declension noun.
N283;Gott;der;Götter;God, god;[ɡɔt];Viele Menschen glauben an einen Gott.;Many people believe in a god.;Abstract;Religion;religion;38;25;2;Masculine;der Gott;den Gott;dem Gott;des Gottes;
N284;Kirche;die;Kirchen;church;[ˈkɪʁçə];Am Sonntag gehen wir in die Kirche.;On Sunday we go to church.;Places;Religion;religion,buildings;37;25;1;Feminine;die Kirche;die Kirche;der Kirche;der Kirche;
N285;Markt;der;Märkte;market;[maʁkt];Auf dem Markt gibt es frisches Gemüse.;There are fresh vegetables at the market.;Places;Shops;shopping,food;45;14;2;Masculine;der Markt;den Markt;dem Markt;des Marktes;
N286;Laden;der;Läden;shop, store;[ˈlaːdn̩];Der Laden schließt um 18 Uhr.;The shop closes at 6 PM.;Places;Shops;shopping;44;14;2;Masculine;der Laden;den Laden;dem Laden;des Ladens;
N287;Bäckerei;die;Bäckereien;bakery;[bɛkəˈʁaɪ̯];Ich hole Brot von der Bäckerei.;I'm getting bread from the bakery.;Places;Shops;food,shopping;43;6;1;Feminine;die Bäckerei;die Bäckerei;der Bäckerei;der Bäckerei;
N288;Metzgerei;die;Metzgereien;butcher shop;[mɛt͡sɡəˈʁaɪ̯];Die Metzgerei hat gutes Fleisch.;The butcher shop has good meat.;Places;Shops;food,shopping;42;6;1;Feminine;die Metzgerei;die Metzgerei;der Metzgerei;der Metzgerei;Also called 'Fleischerei'.
N289;Schiff;das;Schiffe;ship;[ʃɪf];Das Schiff fährt über das Meer.;The ship travels over the sea.;Transport;Vehicles;travel;41;20;1;Neuter;das Schiff;das Schiff;dem Schiff;des Schiffes;
N290;Hafen;der;Häfen;harbor, port;[ˈhaːfn̩];Das Schiff liegt im Hafen.;The ship is in the harbor.;Places;Transport;travel;40;20;2;Masculine;der Hafen;den Hafen;dem Hafen;des Hafens;
N291;Flughafen;der;Flughäfen;airport;[ˈfluːkˌhaːfn̩];Wir fahren zum Flughafen.;We are driving to the airport.;Places;Transport;travel;50;20;2;Masculine;der Flughafen;den Flughafen;dem Flughafen;des Flughafens;
N292;Ticket;das;Tickets;ticket;[ˈtɪkət];Hast du das Ticket gekauft?;Did you buy the ticket?;Objects;Travel;travel,events;49;20;1;Neuter;das Ticket;das Ticket;dem Ticket;des Tickets;
N293;Koffer;der;Koffer;suitcase;[ˈkɔfɐ];Mein Koffer ist zu schwer.;My suitcase is too heavy.;Objects;Travel;travel;48;20;1;Masculine;der Koffer;den Koffer;dem Koffer;des Koffers;
N294;Pass;der;Pässe;passport;[pas];Vergiss deinen Pass nicht!;Don't forget your passport!;Objects;Travel;travel,official;47;20;2;Masculine;der Pass;den Pass;dem Pass;des Passes;
N295;Gepäck;das;(no plural);luggage, baggage;[ɡəˈpɛk];Wo ist mein Gepäck?;Where is my luggage?;Objects;Travel;travel;46;20;1;Neuter;das Gepäck;das Gepäck;dem Gepäck;des Gepäckes;
N296;Zoll;der;Zölle;customs, duty;[t͡sɔl];Wir müssen durch den Zoll.;We have to go through customs.;Society;Travel;travel,official;45;20;2;Masculine;der Zoll;den Zoll;dem Zoll;des Zolles;
N297;Unfall;der;Unfälle;accident;[ˈʊnˌfal];Es gab einen Unfall auf der Autobahn.;There was an accident on the highway.;Events;Situations;transport,health;44;18;2;Masculine;der Unfall;den Unfall;dem Unfall;des Unfalles;
N298;Verletzung;die;Verletzungen;injury;[fɛɐ̯ˈlɛt͡sʊŋ];Die Verletzung ist nicht schlimm.;The injury is not bad.;Abstract;Health;health;43;13;1;Feminine;die Verletzung;die Verletzung;der Verletzung;der Verletzung;
N299;Schmerz;der;Schmerzen;pain;[ʃmɛʁt͡s];Ich habe starke Schmerzen.;I have strong pains.;Abstract;Health;health;42;13;1;Masculine;der Schmerz;den Schmerz;dem Schmerz;des Schmerzes;Often used in plural 'Schmerzen'.
N300;Fieber;das;(no plural);fever;[ˈfiːbɐ];Das Kind hat Fieber.;The child has a fever.;Abstract;Health;health;41;13;1;Neuter;das Fieber;das Fieber;dem Fieber;des Fiebers;
N301;Medikament;das;Medikamente;medication;[medikaˈmɛnt];Nehmen Sie das Medikament dreimal täglich.;Take the medication three times a day.;Objects;Health;health;40;13;1;Neuter;das Medikament;das Medikament;dem Medikament;des Medikamentes;
N302;Universität;die;Universitäten;university;[univɛʁziˈtɛːt];Sie studiert an der Technischen Universität München.;She studies at the Technical University of Munich.;Places;Education;learning,work;45;9;1;Feminine;die Universität;die Universität;der Universität;der Universität;
N303;Bibliothek;die;Bibliotheken;library;[biblioˈteːk];Ich lerne in der Bibliothek.;I study in the library.;Places;Education;learning;44;9;1;Feminine;die Bibliothek;die Bibliothek;der Bibliothek;der Bibliothek;
N304;Prüfung;die;Prüfungen;exam, test;[ˈpʁyːfʊŋ];Morgen habe ich eine wichtige Prüfung.;Tomorrow I have an important exam.;Events;Education;learning;43;9;1;Feminine;die Prüfung;die Prüfung;der Prüfung;der Prüfung;
N305;Note;die;Noten;grade, mark, note (music);[ˈnoːtə];Ich habe eine gute Note bekommen.;I got a good grade.;Abstract;Education;learning;42;9;1;Feminine;die Note;die Note;der Note;der Note;
N306;Hausaufgabe;die;Hausaufgaben;homework;[ˈhaʊ̯sʔaʊ̯fˌɡaːbə];Hast du die Hausaufgaben gemacht?;Did you do the homework?;Work & Study;Education;learning;41;9;1;Feminine;die Hausaufgabe;die Hausaufgabe;der Hausaufgabe;der Hausaufgabe;
N307;Wissenschaftler;der;Wissenschaftler;scientist (male);[ˈvɪsn̩ˌʃaftlɐ];Albert Einstein war ein berühmter Wissenschaftler.;Albert Einstein was a famous scientist.;People;Professions;work;40;16;1;Masculine;der Wissenschaftler;den Wissenschaftler;dem Wissenschaftler;des Wissenschaftlers;
N308;Ingenieur;der;Ingenieure;engineer (male);[ɪnʒeˈni̯øːɐ̯];Er ist Ingenieur bei BMW.;He is an engineer at BMW.;People;Professions;work;39;16;1;Masculine;der Ingenieur;den Ingenieur;dem Ingenieur;des Ingenieurs;
N309;Künstler;der;Künstler;artist (male);[ˈkʏnstlɐ];Der Künstler malt ein Bild.;The artist is painting a picture.;People;Professions;art,leisure;38;26;1;Masculine;der Künstler;den Künstler;dem Künstler;des Künstlers;
N310;Sänger;der;Sänger;singer (male);[ˈzɛŋɐ];Der Sänger hat eine tolle Stimme.;The singer has a great voice.;People;Professions;music,leisure;37;26;1;Masculine;der Sänger;den Sänger;dem Sänger;des Sängers;
N311;Schauspieler;der;Schauspieler;actor;[ˈʃaʊ̯ˌʃpiːlɐ];Er ist ein berühmter Schauspieler.;He is a famous actor.;People;Professions;media,leisure;36;26;1;Masculine;der Schauspieler;den Schauspieler;dem Schauspieler;des Schauspielers;
N312;Maler;der;Maler;painter;[ˈmaːlɐ];Der Maler streicht die Wand.;The painter is painting the wall.;People;Professions;art,work;35;23;1;Masculine;der Maler;den Maler;dem Maler;des Malers;
N313;Kellner;der;Kellner;waiter;[ˈkɛlnɐ];Der Kellner bringt die Rechnung.;The waiter is bringing the bill.;People;Professions;food,work;40;22;1;Masculine;der Kellner;den Kellner;dem Kellner;des Kellners;
N314;Koch;der;Köche;cook, chef (male);[kɔx];Der Koch bereitet das Essen zu.;The chef is preparing the food.;People;Professions;food,work;39;22;2;Masculine;der Koch;den Koch;dem Koch;des Koches;
N315;Polizist;der;Polizisten;police officer (male);[polit͡sˈɪst];Der Polizist regelt den Verkehr.;The police officer is directing traffic.;People;Professions;society;42;28;3;Masculine;der Polizist;den Polizisten;dem Polizisten;des Polizisten;An n-declension noun.
N316;Feuerwehrmann;der;Feuerwehrmänner;firefighter (male);[ˈfɔɪ̯ɐveːɐ̯ˌman];Der Feuerwehrmann löscht das Feuer.;The firefighter puts out the fire.;People;Professions;society;38;28;2;Masculine;der Feuerwehrmann;den Feuerwehrmann;dem Feuerwehrmann;des Feuerwehrmannes;
N317;Verkäufer;der;Verkäufer;salesperson (male);[fɛɐ̯ˈkɔɪ̯fɐ];Der Verkäufer hilft den Kunden.;The salesperson helps the customers.;People;Professions;shopping,work;41;14;1;Masculine;der Verkäufer;den Verkäufer;dem Verkäufer;des Verkäufers;
N318;Handwerker;der;Handwerker;craftsman, handyman;[ˈhantˌvɛʁkɐ];Wir brauchen einen Handwerker.;We need a handyman.;People;Professions;work,home;40;5;1;Masculine;der Handwerker;den Handwerker;dem Handwerker;des Handwerkers;
N319;Bauer;der;Bauern;farmer (male);[ˈbaʊ̯ɐ];Der Bauer arbeitet auf dem Feld.;The farmer works in the field.;People;Professions;nature,food;39;6;3;Masculine;der Bauer;den Bauern;dem Bauern;des Bauern;An n-declension noun.
N320;Musiker;der;Musiker;musician (male);[ˈmuːzɪkɐ];Er ist ein talentierter Musiker.;He is a talented musician.;People;Professions;music,leisure;38;26;1;Masculine;der Musiker;den Musiker;dem Musiker;des Musikers;
N321;Mitarbeiter;der;Mitarbeiter;employee, co-worker;[ˈmɪtˌʔaʁbaɪ̯tɐ];Die Mitarbeiter haben eine Besprechung.;The employees are having a meeting.;People;Work;work;45;16;1;Masculine;der Mitarbeiter;den Mitarbeiter;dem Mitarbeiter;des Mitarbeiters;
N322;Nachricht;die;Nachrichten;message, news;[ˈnaːxˌʁɪçt];Ich habe eine Nachricht für dich.;I have a message for you.;Communication;Media;daily,communication;48;16;1;Feminine;die Nachricht;die Nachricht;der Nachricht;der Nachricht;Plural 'Nachrichten' often means 'the news'.
N323;Medien;die;(no singular);media;[ˈmeːdi̯ən];Die Medien berichten über das Ereignis.;The media are reporting on the event.;Communication;Media;media,society;47;26;1;Plural only;die Medien;die Medien;den Medien;der Medien;
N324;Internet;das;(no plural);internet;[ˈɪntɐnɛt];Ich suche Informationen im Internet.;I'm looking for information on the internet.;Communication;Media;daily,tech;50;10;1;Neuter;das Internet;das Internet;dem Internet;des Internets;
N325;Webseite;die;Webseiten;website;[ˈvɛpˌzaɪ̯tə];Die Webseite ist sehr informativ.;The website is very informative.;Communication;Media;tech;49;10;1;Feminine;die Webseite;die Webseite;der Webseite;der Webseite;
N326;Link;der;Links;link;[lɪŋk];Kannst du mir den Link schicken?;Can you send me the link?;Communication;Media;tech;48;10;1;Masculine;der Link;den Link;dem Link;des Links;
N327;Datei;die;Dateien;file (computer);[daˈtaɪ̯];Ich kann die Datei nicht öffnen.;I can't open the file.;Work & Study;Tech;work,tech;47;10;1;Feminine;die Datei;die Datei;der Datei;der Datei;
N328;Ordner;der;Ordner;folder, binder;[ˈɔʁdnɐ];Die Datei ist in diesem Ordner.;The file is in this folder.;Work & Study;Tech;work,tech;46;10;1;Masculine;der Ordner;den Ordner;dem Ordner;des Ordners;
N329;Programm;das;Programme;program;[pʁoˈɡʁam];Welches Programm benutzt du?;Which program do you use?;Work & Study;Tech;work,tech;45;10;1;Neuter;das Programm;das Programm;dem Programm;des Programmes;
N330;System;das;Systeme;system;[zʏsˈteːm];Das System funktioniert nicht.;The system isn't working.;Abstract;Structures;tech,work;44;25;1;Neuter;das System;das System;dem System;des Systemes;
N331;Kreditkarte;die;Kreditkarten;credit card;[kʁeˈdiːtˌkaʁtə];Kann ich mit Kreditkarte zahlen?;Can I pay by credit card?;Objects;Finance;shopping;43;9;1;Feminine;die Kreditkarte;die Kreditkarte;der Kreditkarte;der Kreditkarte;
N332;Bargeld;das;(no plural);cash;[ˈbaːɐ̯ˌɡɛlt];Ich zahle mit Bargeld.;I'm paying with cash.;Objects;Finance;shopping;42;9;1;Neuter;das Bargeld;das Bargeld;dem Bargeld;des Bargeldes;Cash is still very widely used and preferred in Germany.
N333;Konto;das;Konten/Kontos;account (bank);[ˈkɔnto];Ich muss Geld auf mein Konto einzahlen.;I need to deposit money into my account.;Objects;Finance;daily;41;16;2;Neuter;das Konto;das Konto;dem Konto;des Kontos;
N334;Prozent;das;Prozente;percent;[pʁoˈt͡sɛnt];Zehn Prozent der Studenten...;Ten percent of the students...;Abstract;Math;finance,math;40;9;1;Neuter;das Prozent;das Prozent;dem Prozent;des Prozentes;
N335;Stück;das;Stücke;piece;[ʃtʏk];Ein Stück Kuchen, bitte.;A piece of cake, please.;Abstract;Measurement;food,objects;45;6;1;Neuter;das Stück;das Stück;dem Stück;des Stückes;
N336;Paar;das;Paare;pair, couple;[paːɐ̯];Ich brauche ein Paar neue Schuhe.;I need a new pair of shoes.;Abstract;Measurement;objects,people;44;9;1;Neuter;das Paar;das Paar;dem Paar;des Paares;
N337;Gruppe;die;Gruppen;group;[ˈɡʁʊpə];Wir arbeiten in einer kleinen Gruppe.;We are working in a small group.;People;Group;social,work;43;12;1;Feminine;die Gruppe;die Gruppe;der Gruppe;der Gruppe;
N338;Team;das;Teams;team;[tiːm];Unser Team hat gewonnen.;Our team won.;People;Group;sports,work;42;26;1;Neuter;das Team;das Team;dem Team;des Teams;
N339;Verein;der;Vereine;club, association;[fɛɐ̯ˈʔaɪ̯n];Bist du in einem Sportverein?;Are you in a sports club?;Society;Organizations;leisure,sports;41;26;1;Masculine;der Verein;den Verein;dem Verein;des Vereines;A very important part of German social life.
N340;Mitglied;das;Mitglieder;member;[ˈmɪtˌɡliːt];Er ist Mitglied im Verein.;He is a member of the club.;People;Group;leisure,society;40;26;2;Neuter;das Mitglied;das Mitglied;dem Mitglied;des Mitgliedes;
N341;Regierung;die;Regierungen;government;[ʁeˈɡiːʁʊŋ];Die Regierung hat neue Gesetze beschlossen.;The government has passed new laws.;Society;Politics;politics;39;25;1;Feminine;die Regierung;die Regierung;der Regierung;der Regierung;
N342;Partei;die;Parteien;party (political);[paʁˈtaɪ̯];Welche Partei wählst du?;Which party are you voting for?;Society;Politics;politics;38;25;1;Feminine;die Partei;die Partei;der Partei;der Partei;
N343;Wahl;die;Wahlen;election, choice;[vaːl];Die nächste Wahl ist im September.;The next election is in September.;Events;Politics;politics;37;25;1;Feminine;die Wahl;die Wahl;der Wahl;der Wahl;
N344;Bürger;der;Bürger;citizen (male);[ˈbʏʁɡɐ];Die Bürger sind unzufrieden.;The citizens are dissatisfied.;People;Society;politics;36;25;1;Masculine;der Bürger;den Bürger;dem Bürger;des Bürgers;
N345;Hauptstadt;die;Hauptstädte;capital city;[ˈhaʊ̯ptˌʃtat];Berlin ist die Hauptstadt von Deutschland.;Berlin is the capital of Germany.;Places;Geography;geography,politics;45;10;2;Feminine;die Hauptstadt;die Hauptstadt;der Hauptstadt;der Hauptstädte;
N346;Einwohner;der;Einwohner;inhabitant;[ˈaɪ̯nˌvoːnɐ];München hat über eine Million Einwohner.;Munich has over a million inhabitants.;People;Society;geography;44;10;1;Masculine;der Einwohner;den Einwohner;dem Einwohner;des Einwohners;
N347;Grenze;die;Grenzen;border, boundary;[ˈɡʁɛnt͡sə];Wir überqueren die Grenze.;We are crossing the border.;Places;Geography;travel,politics;43;20;1;Feminine;die Grenze;die Grenze;der Grenze;der Grenze;
N348;Natur;die;(no plural);nature;[naˈtuːɐ̯];Ich bin gern in der Natur.;I like being in nature.;Nature;General;leisure,nature;48;22;1;Feminine;die Natur;die Natur;der Natur;der Natur;
N349;Umwelt;die;(no plural);environment;[ˈʊmˌvɛlt];Wir müssen die Umwelt schützen.;We must protect the environment.;Nature;General;society,politics;47;22;1;Feminine;die Umwelt;die Umwelt;der Umwelt;der Umwelt;
N350;Luft;die;Lüfte;air;[lʊft];Die Luft hier ist frisch.;The air here is fresh.;Nature;Elements;daily;46;22;2;Feminine;die Luft;die Luft;der Luft;der Luft;
N351;Feuer;das;Feuer;fire;[ˈfɔɪ̯ɐ];Mach bitte kein Feuer im Wald.;Please don't make a fire in the forest.;Nature;Elements;danger;45;28;1;Neuter;das Feuer;das Feuer;dem Feuer;des Feuers;
N352;Erde;die;(no plural);earth, soil, ground;[ˈeːɐ̯də];Die Erde ist ein Planet.;The Earth is a planet.;Nature;Elements;geography;44;22;1;Feminine;die Erde;die Erde;der Erde;der Erde;
N353;Stein;der;Steine;stone, rock;[ʃtaɪ̯n];Wirf keinen Stein!;Don't throw a stone!;Nature;Elements;nature;43;22;1;Masculine;der Stein;den Stein;dem Stein;des Steines;
N354;Metall;das;Metalle;metal;[meˈtal];Eisen ist ein Metall.;Iron is a metal.;Objects;Materials;materials;42;22;1;Neuter;das Metall;das Metall;dem Metall;des Metalles;
N355;Holz;das;Hölzer;wood;[hɔlt͡s];Der Tisch ist aus Holz.;The table is made of wood.;Objects;Materials;materials,home;41;5;2;Neuter;das Holz;das Holz;dem Holz;des Holzes;
N356;Plastik;das;(no plural);plastic;[ˈplastɪk];Wir sollten weniger Plastik verwenden.;We should use less plastic.;Objects;Materials;materials,society;40;25;1;Neuter;das Plastik;das Plastik;dem Plastik;des Plastiks;
N357;Glas;das;Gläser;glass;[ɡlaːs];Das Fenster ist aus Glas.;The window is made of glass.;Objects;Materials;materials,home;39;5;2;Neuter;das Glas;das Glas;dem Glas;des Glases;Also means 'drinking glass'.
N358;Ecke;die;Ecken;corner;[ˈɛkə];Der Laden ist an der nächsten Ecke.;The shop is at the next corner.;Places;Locations;daily,directions;45;28;1;Feminine;die Ecke;die Ecke;der Ecke;der Ecke;
N359;Mitte;die;(no plural);middle, center;[ˈmɪtə];Wir treffen uns in der Mitte.;We'll meet in the middle.;Places;Locations;daily,directions;44;28;1;Feminine;die Mitte;die Mitte;der Mitte;der Mitte;
N360;Seite;die;Seiten;side, page;[ˈzaɪ̯tə];Auf welcher Seite ist es?;On which page is it?;Abstract;Locations;learning,directions;43;8;1;Feminine;die Seite;die Seite;der Seite;der Seite;
N361;Form;die;Formen;shape, form;[fɔʁm];Das hat eine komische Form.;That has a weird shape.;Abstract;Appearance;general;42;15;1;Feminine;die Form;die Form;der Form;der Form;
N362;Punkt;der;Punkte;point, dot, period;[pʊŋkt];Das ist ein wichtiger Punkt.;That is an important point.;Abstract;Concepts;communication;41;15;1;Masculine;der Punkt;den Punkt;dem Punkt;des Punktes;
N363;Linie;die;Linien;line;[ˈliːni̯ə];Zeichne eine gerade Linie.;Draw a straight line.;Abstract;Appearance;math,art;40;23;1;Feminine;die Linie;die Linie;der Linie;der Linie;
N364;Kreis;der;Kreise;circle;[kʁaɪ̯s];Wir sitzen im Kreis.;We are sitting in a circle.;Abstract;Appearance;math,art;39;23;1;Masculine;der Kreis;den Kreis;dem Kreis;des Kreises;
N365;Quadrat;das;Quadrate;square;[kvaˈdʁaːt];Ein Quadrat hat vier gleiche Seiten.;A square has four equal sides.;Abstract;Appearance;math,art;38;23;1;Neuter;das Quadrat;das Quadrat;dem Quadrat;des Quadrates;
N366;Kugel;die;Kugeln;sphere, scoop (ice cream);[ˈkuːɡl̩];Eine Kugel Eis, bitte.;One scoop of ice cream, please.;Abstract;Appearance;math,food;37;6;1;Feminine;die Kugel;die Kugel;der Kugel;der Kugel;
N367;Gewicht;das;Gewichte;weight;[ɡəˈvɪçt];Was ist dein Gewicht?;What is your weight?;Abstract;Measurement;health,math;36;13;1;Neuter;das Gewicht;das Gewicht;dem Gewicht;des Gewichtes;
N368;Länge;die;Längen;length;[ˈlɛŋə];Der Fluss hat eine Länge von 100 km.;The river has a length of 100 km.;Abstract;Measurement;math,geography;35;22;1;Feminine;die Länge;die Länge;der Länge;der Länge;
N369;Breite;die;Breiten;width;[ˈbʁaɪ̯tə];Die Breite der Straße ist 5 Meter.;The width of the road is 5 meters.;Abstract;Measurement;math,geography;34;22;1;Feminine;die Breite;die Breite;der Breite;der Breite;
N370;Höhe;die;Höhen;height;[ˈhøːə];Die Höhe des Berges ist beeindruckend.;The height of the mountain is impressive.;Abstract;Measurement;math,geography;33;22;1;Feminine;die Höhe;die Höhe;der Höhe;der Höhe;
N371;Geschwindigkeit;die;Geschwindigkeiten;speed;[ɡəˈʃvɪndɪçˌkaɪ̯t];Die Geschwindigkeit ist auf 120 km/h begrenzt.;The speed is limited to 120 km/h.;Abstract;Measurement;transport,math;32;18;1;Feminine;die Geschwindigkeit;die Geschwindigkeit;der Geschwindigkeit;der Geschwindigkeit;
N372;Kraft;die;Kräfte;strength, force, power;[kʁaft];Er hat viel Kraft.;He has a lot of strength.;Abstract;Concepts;general;40;25;2;Feminine;die Kraft;die Kraft;der Kraft;der Kräfte;
N373;Energie;die;Energien;energy;[enɛʁˈɡiː];Ich habe heute keine Energie.;I have no energy today.;Abstract;Concepts;daily,science;39;25;1;Feminine;die Energie;die Energie;der Energie;der Energie;
N374;Gefühl;das;Gefühle;feeling;[ɡəˈfyːl];Das ist ein komisches Gefühl.;That is a weird feeling.;Abstract;Feelings;social;45;25;1;Neuter;das Gefühl;das Gefühl;dem Gefühl;des Gefühles;
N375;Gedanke;der;Gedanken;thought;[ɡəˈdaŋkə];Das ist ein interessanter Gedanke.;That is an interesting thought.;Abstract;Concepts;communication;44;25;3;Masculine;der Gedanke;den Gedanken;dem Gedanken;des Gedankens;An n-declension noun.
N376;Erinnerung;die;Erinnerungen;memory;[ɛɐ̯ˈʔɪnəʁʊŋ];Ich habe gute Erinnerungen an die Zeit.;I have good memories of that time.;Abstract;Concepts;social;43;25;1;Feminine;die Erinnerung;die Erinnerung;der Erinnerung;der Erinnerung;
N377;Zukunft;die;(no plural);future;[ˈt͡suːkʊnft];Was sind deine Pläne für die Zukunft?;What are your plans for the future?;Abstract;Time;common;42;29;1;Feminine;die Zukunft;die Zukunft;der Zukunft;der Zukunft;
N378;Vergangenheit;die;(no plural);past;[fɛɐ̯ˈɡaŋənhaɪ̯t];Man kann die Vergangenheit nicht ändern.;You can't change the past.;Abstract;Time;common;41;29;1;Feminine;die Vergangenheit;die Vergangenheit;der Vergangenheit;der Vergangenheit;
N379;Gegenwart;die;(no plural);present (time);[ˈɡeːɡn̩vaʁt];Lebe in der Gegenwart!;Live in the present!;Abstract;Time;common;40;29;1;Feminine;die Gegenwart;die Gegenwart;der Gegenwart;der Gegenwart;
N380;Möglichkeit;die;Möglichkeiten;possibility;[ˈmøːklɪçˌkaɪ̯t];Gibt es eine andere Möglichkeit?;Is there another possibility?;Abstract;Concepts;communication;39;25;1;Feminine;die Möglichkeit;die Möglichkeit;der Möglichkeit;der Möglichkeit;
N381;Wirklichkeit;die;Wirklichkeiten;reality;[ˈvɪʁklɪçˌkaɪ̯t];In Wirklichkeit ist es anders.;In reality it's different.;Abstract;Concepts;communication;38;25;1;Feminine;die Wirklichkeit;die Wirklichkeit;der Wirklichkeit;der Wirklichkeit;
N382;Unterschied;der;Unterschiede;difference;[ˈʊntɐˌʃiːt];Was ist der Unterschied?;What is the difference?;Abstract;Concepts;communication,learning;37;15;1;Masculine;der Unterschied;den Unterschied;dem Unterschied;des Unterschiedes;
N383;Schwierigkeit;die;Schwierigkeiten;difficulty;[ˈʃviːʁɪçˌkaɪ̯t];Ich habe Schwierigkeiten mit der Grammatik.;I have difficulties with the grammar.;Abstract;Concepts;learning;36;2;1;Feminine;die Schwierigkeit;die Schwierigkeit;der Schwierigkeit;der Schwierigkeit;
N384;Vorteil;der;Vorteile;advantage;[ˈfɔʁˌtaɪ̯l];Der Vorteil ist, dass es billig ist.;The advantage is that it's cheap.;Abstract;Concepts;communication;35;25;1;Masculine;der Vorteil;den Vorteil;dem Vorteil;des Vorteiles;
N385;Nachteil;der;Nachteile;disadvantage;[ˈnaxˌtaɪ̯l];Der Nachteil ist der Lärm.;The disadvantage is the noise.;Abstract;Concepts;communication;34;25;1;Masculine;der Nachteil;den Nachteil;dem Nachteil;des Nachteiles;
N386;Erfolg;der;Erfolge;success;[ɛɐ̯ˈfɔlk];Viel Erfolg bei der Prüfung!;Good luck with the exam!;Abstract;Concepts;work,learning;33;29;1;Masculine;der Erfolg;den Erfolg;dem Erfolg;des Erfolges;
N387;Ergebnis;das;Ergebnisse;result;[ɛɐ̯ˈɡeːpnɪs];Was ist das Ergebnis?;What is the result?;Abstract;Concepts;work,science;32;29;1;Neuter;das Ergebnis;das Ergebnis;dem Ergebnis;des Ergebnisses;
N388;Wirkung;die;Wirkungen;effect, impact;[ˈvɪʁkʊŋ];Das Medikament hat eine starke Wirkung.;The medication has a strong effect.;Abstract;Concepts;science,health;31;13;1;Feminine;die Wirkung;die Wirkung;der Wirkung;der Wirkung;
N389;Bedeutung;die;Bedeutungen;meaning, significance;[bəˈdɔɪ̯tʊŋ];Was ist die Bedeutung von diesem Wort?;What is the meaning of this word?;Abstract;Concepts;learning,communication;30;2;1;Feminine;die Bedeutung;die Bedeutung;der Bedeutung;der Bedeutung;
